1610490910.7587347,0,0,-1,0
1610490910.768736,0,0,-1,0
1610490910.7787385,0,0,-1,0
1610490910.78874,0,0,-1,0
1610490910.7987418,0,0,-1,0
1610490910.8087423,0,0,-1,0
1610490910.8187435,0,0,-1,0
1610490910.8287463,0,0,-1,0
1610490910.8387477,0,0,-1,0
1610490910.8487487,0,0,-1,0
1610490910.8587513,0,0,-1,0
1610490910.8687522,0,0,-1,0
1610490910.8787527,0,0,-1,0
1610490910.888755,0,0,-1,0
1610490910.898756,0,0,-1,0
1610490910.9087567,0,0,-1,0
1610490910.918758,0,0,-1,0
1610490910.9287596,0,0,-1,0
1610490910.9387608,0,0,-1,0
1610490910.9487631,0,0,-1,0
1610490910.9587646,0,0,-1,0
1610490910.9687653,0,0,-1,0
1610490910.9787655,0,0,-1,0
1610490910.9887686,0,0,-1,0
1610490910.9987695,0,0,-1,0
1610490911.0087698,0,0,-1,0
1610490911.018771,0,0,-1,0
1610490911.0287728,0,0,-1,0
1610490911.038774,0,0,-1,0
1610490911.0487764,0,0,-1,0
1610490911.0587785,0,0,-1,0
1610490911.0687814,0,0,-1,0
1610490911.0787818,0,0,-1,0
1610490911.088783,0,0,-1,0
1610490911.0987847,0,0,-1,0
1610490911.1087859,0,0,-1,0
1610490911.1187887,0,0,-1,0
1610490911.1287897,0,0,-1,0
1610490911.1387923,0,0,-1,0
1610490911.1487927,0,0,-1,0
1610490911.1587958,0,0,-1,0
1610490911.168798,0,0,-1,0
1610490911.1788,0,0,-1,0
1610490911.1888022,0,0,-1,0
1610490911.198805,0,0,-1,0
1610490911.208808,0,0,-1,0
1610490911.2188098,0,0,-1,0
1610490911.2288115,0,0,-1,0
1610490911.2388124,0,0,-1,0
1610490911.2488148,0,0,-1,0
1610490911.2588162,0,0,-1,0
1610490911.2688186,0,0,-1,0
1610490911.2788198,0,0,-1,0
1610490911.2888217,0,0,-1,0
1610490911.2988245,0,0,-1,0
1610490911.3088264,0,0,-1,0
1610490911.3188293,0,0,-1,0
1610490911.3288295,0,0,-1,0
1610490911.338832,0,0,-1,0
1610490911.3488338,0,0,-1,0
1610490911.3588352,0,0,-1,0
