1610490962.0332913,0,0,-1,0
1610490962.0432932,0,0,-1,0
1610490962.0532937,0,0,-1,0
1610490962.063295,0,0,-1,0
1610490962.0732968,0,0,-1,0
1610490962.0832973,0,0,-1,0
1610490962.0932994,0,0,-1,0
1610490962.1033006,0,0,-1,0
1610490962.1133022,0,0,-1,0
1610490962.1233041,0,0,-1,0
1610490962.1333046,0,0,-1,0
1610490962.1433053,0,0,-1,0
1610490962.1533065,0,0,-1,0
1610490962.1633093,0,0,-1,0
1610490962.1733122,0,0,-1,0
1610490962.183315,0,0,-1,0
1610490962.1933165,0,0,-1,0
1610490962.203319,0,0,-1,0
1610490962.2133198,0,0,-1,0
1610490962.2233202,0,0,-1,0
1610490962.233321,0,0,-1,0
1610490962.2433228,0,0,-1,0
1610490962.2533243,0,0,-1,0
1610490962.2633245,0,0,-1,0
1610490962.2733266,0,0,-1,0
1610490962.283328,0,0,-1,0
1610490962.2933297,0,0,-1,0
1610490962.3033314,0,0,-1,0
1610490962.313332,0,0,-1,0
1610490962.3233333,0,0,-1,0
1610490962.3333347,0,0,-1,0
1610490962.343335,0,0,-1,0
1610490962.3533368,0,0,-1,0
1610490962.3633387,0,0,-1,0
1610490962.373339,0,0,-1,0
1610490962.3833401,0,0,-1,0
1610490962.393342,0,0,-1,0
1610490962.4033437,0,0,-1,0
1610490962.4133458,0,0,-1,0
1610490962.4233468,0,0,-1,0
1610490962.433401,0,0,-1,0
1610490962.4434042,0,0,-1,0
1610490962.453407,0,0,-1,0
1610490962.4634075,0,0,-1,0
1610490962.4734092,0,0,-1,0
1610490962.4834106,0,0,-1,0
1610490962.4934113,0,0,-1,0
1610490962.503412,0,0,-1,0
1610490962.5134127,0,0,-1,0
1610490962.5234156,0,0,-1,0
1610490962.5334165,0,0,-1,0
1610490962.5434167,0,0,-1,0
1610490962.5534184,0,0,-1,0
1610490962.5634189,0,0,-1,0
1610490962.5734196,0,0,-1,0
1610490962.5834203,0,0,-1,0
1610490962.593421,0,0,-1,0
1610490962.6034229,0,0,-1,0
1610490962.613424,0,0,-1,0
1610490962.6234252,0,0,-1,0
1610490962.6334267,0,0,-1,0
1610490962.643429,0,0,-1,0
1610490962.6534317,0,0,-1,0
1610490962.663433,0,0,-1,0
1610490962.6734343,0,0,-1,0
1610490962.683435,0,0,-1,0
1610490962.6934364,0,0,-1,0
1610490962.7034376,0,0,-1,0
1610490962.7134397,0,0,-1,0
1610490962.7234406,0,0,-1,0
1610490962.7334423,0,0,-1,0
1610490962.7434435,0,0,-1,0
1610490962.7534442,0,0,-1,0
1610490962.7634451,0,0,-1,0
1610490962.7734454,0,0,-1,0
1610490962.7834473,0,0,-1,0
1610490962.793448,0,0,-1,0
1610490962.8034499,0,0,-1,0
1610490962.8134515,0,0,-1,0
1610490962.8234522,0,0,-1,0
1610490962.8334544,0,0,-1,0
1610490962.8434553,0,0,-1,0
1610490962.8534575,0,0,-1,0
1610490962.8634596,0,0,-1,0
1610490962.8734608,0,0,-1,0
1610490962.8834624,0,0,-1,0
1610490962.8934636,0,0,-1,0
1610490962.9034662,0,0,-1,0
1610490962.9134684,0,0,-1,0
1610490962.9234695,0,0,-1,0
1610490962.9334712,0,0,-1,0
1610490962.9434724,0,0,-1,0
1610490962.9534736,0,0,-1,0
1610490962.9634748,0,0,-1,0
1610490962.9734752,0,0,-1,0
1610490962.9834766,0,0,-1,0
1610490962.9934793,0,0,-1,0
1610490963.0034816,0,0,-1,0
1610490963.0134828,0,0,-1,0
1610490963.0234854,0,0,-1,0
1610490963.033487,0,0,-1,0
1610490963.0434883,0,0,-1,0
1610490963.0534906,0,0,-1,0
1610490963.0634916,0,0,-1,0
1610490963.0734928,0,0,-1,0
1610490963.0834959,0,0,-1,0
1610490963.0934968,0,0,-1,0
1610490963.1034977,0,0,-1,0
1610490963.1134984,0,0,-1,0
1610490963.123499,0,0,-1,0
1610490963.1335006,0,0,-1,0
1610490963.1435015,0,0,-1,0
1610490963.153502,0,0,-1,0
1610490963.163504,0,0,-1,0
1610490963.1735053,0,0,-1,0
1610490963.183506,0,0,-1,0
1610490963.1935086,0,0,-1,0
1610490963.203509,0,0,-1,0
1610490963.2135105,0,0,-1,0
1610490963.223513,0,0,-1,0
1610490963.2335157,0,0,-1,0
1610490963.243518,0,0,-1,0
1610490963.2535198,0,0,-1,0
1610490963.263521,0,0,-1,0
1610490963.273523,0,0,-1,0
1610490963.2835248,0,0,-1,0
1610490963.2935276,0,0,-1,0
1610490963.3035285,0,0,-1,0
1610490963.313529,0,0,-1,0
1610490963.3235295,0,0,-1,0
1610490963.333531,0,0,-1,0
1610490963.3435335,0,0,-1,0
1610490963.3535347,0,0,-1,0
1610490963.363536,0,0,-1,0
1610490963.3735387,0,0,-1,0
1610490963.3835413,0,0,-1,0
1610490963.3935418,0,0,-1,0
1610490963.4035435,0,0,-1,0
1610490963.4135442,0,0,-1,0
1610490963.4235444,0,0,-1,0
1610490963.433546,0,0,-1,0
1610490963.443548,0,0,-1,0
1610490963.4535496,0,0,-1,0
1610490963.4635522,0,0,-1,0
1610490963.4735541,0,0,-1,0
1610490963.4835567,0,0,-1,0
1610490963.4935575,0,0,-1,0
1610490963.503558,0,0,-1,0
1610490963.5135589,0,0,-1,0
1610490963.5235617,0,0,-1,0
1610490963.5335627,0,0,-1,0
1610490963.5435646,0,0,-1,0
1610490963.553567,0,0,-1,0
1610490963.5635676,0,0,-1,0
1610490963.5735688,0,0,-1,0
1610490963.5835705,0,0,-1,0
1610490963.593573,0,0,-1,0
1610490963.6035736,0,0,-1,0
1610490963.6135747,0,0,-1,0
1610490963.6235754,0,0,-1,0
1610490963.633577,0,0,-1,0
1610490963.6435785,0,0,-1,0
1610490963.6535797,0,0,-1,0
1610490963.6635816,0,0,-1,0
1610490963.6735823,0,0,-1,0
1610490963.6835847,0,0,-1,0
1610490963.6935873,0,0,-1,0
1610490963.7035909,0,0,-1,0
1610490963.7135909,0,0,-1,0
1610490963.7235935,0,0,-1,0
1610490963.733594,0,0,-1,0
1610490963.7435963,0,0,-1,0
1610490963.7535987,0,0,-1,0
1610490963.7635992,0,0,-1,0
1610490963.7735999,0,0,-1,0
1610490963.783601,0,0,-1,0
1610490963.7936034,0,0,-1,0
1610490963.803605,0,0,-1,0
1610490963.8136082,0,0,-1,0
1610490963.8236084,0,0,-1,0
1610490963.8336089,0,0,-1,0
1610490963.8436105,0,0,-1,0
1610490963.8536685,0,0,-1,0
1610490963.863669,0,0,-1,0
1610490963.8736718,0,0,-1,0
1610490963.883674,0,0,-1,0
1610490963.8936741,0,0,-1,0
1610490963.9036758,0,0,-1,0
1610490963.9136763,0,0,-1,0
1610490963.9236774,0,0,-1,0
1610490963.9336786,0,0,-1,0
1610490963.9436798,0,0,-1,0
1610490963.9536803,0,0,-1,0
1610490963.9636817,0,0,-1,0
1610490963.9736834,0,0,-1,0
1610490963.9837053,0,0,-1,0
1610490963.993706,0,0,-1,0
1610490964.0037084,0,0,-1,0
1610490964.0137112,0,0,-1,0
1610490964.023713,0,0,-1,0
1610490964.0337138,0,0,-1,0
1610490964.0437148,0,0,-1,0
1610490964.0537155,0,0,-1,0
1610490964.063717,0,0,-1,0
1610490964.0737183,0,0,-1,0
1610490964.0837193,0,0,-1,0
1610490964.0937219,0,0,-1,0
1610490964.103722,0,0,-1,0
1610490964.1137238,0,0,-1,0
1610490964.1237266,0,0,-1,0
1610490964.1337278,0,0,-1,0
1610490964.143729,0,0,-1,0
1610490964.1537304,0,0,-1,0
1610490964.1637323,0,0,-1,0
1610490964.1737335,0,0,-1,0
1610490964.1837344,0,0,-1,0
1610490964.1937366,0,0,-1,0
1610490964.2037387,0,0,-1,0
1610490964.2137399,0,0,-1,0
1610490964.223742,0,0,-1,0
1610490964.2337432,0,0,-1,0
1610490964.2437449,0,0,-1,0
1610490964.2537477,0,0,-1,0
1610490964.26375,0,0,-1,0
1610490964.273751,0,0,-1,0
1610490964.2837524,0,0,-1,0
1610490964.293755,0,0,-1,0
1610490964.303758,0,0,-1,0
1610490964.3137603,0,0,-1,0
1610490964.3237612,0,0,-1,0
1610490964.3337617,0,0,-1,0
1610490964.3437638,0,0,-1,0
1610490964.353765,0,0,-1,0
1610490964.3637664,0,0,-1,0
1610490964.373769,0,0,-1,0
1610490964.3837714,0,0,-1,0
1610490964.3937743,0,0,-1,0
1610490964.403775,0,0,-1,0
1610490964.4137774,0,0,-1,0
1610490964.4237785,0,0,-1,0
1610490964.4337795,0,0,-1,0
1610490964.4437802,0,0,-1,0
1610490964.4537816,0,0,-1,0
1610490964.4637833,0,0,-1,0
1610490964.4737833,0,0,-1,0
1610490964.4837856,0,0,-1,0
1610490964.4937873,0,0,-1,0
