Sample(20Hz),X_Pos,Y_Pos,Z_Pos,Roll,Pitch,Yaw
75,-0.1647,-0.09,0.2476,3.0613,0.1054,1.1998
76,-0.1647,-0.09,0.2476,3.0613,0.1054,1.1998
77,-0.1647,-0.09,0.2476,3.0613,0.1054,1.1998
78,-0.1647,-0.09,0.2476,3.0613,0.1054,1.1998
79,-0.1647,-0.09,0.2476,3.0613,0.1054,1.1998
80,-0.1647,-0.09,0.2476,3.0613,0.1054,1.1998
81,-0.1647,-0.09,0.2476,3.0613,0.1054,1.1998
82,-0.1647,-0.09,0.2476,3.0613,0.1054,1.1998
83,-0.1647,-0.09,0.2476,3.0613,0.1054,1.1998
84,-0.1647,-0.09,0.2476,3.0613,0.1054,1.1998
85,-0.1647,-0.09,0.2476,3.0613,0.1054,1.1998
86,-0.1647,-0.09,0.2476,3.0613,0.1054,1.1998
87,-0.1647,-0.09,0.2476,3.0613,0.1054,1.1998
88,-0.1647,-0.09,0.2476,3.0613,0.1054,1.1998
89,-0.1647,-0.09,0.2476,3.0613,0.1054,1.1998
90,-0.1647,-0.09,0.2476,3.0613,0.1054,1.1998
91,-0.1647,-0.09,0.2476,3.0613,0.1054,1.1998
92,-0.1647,-0.09,0.2476,3.0613,0.1054,1.1998
93,-0.1647,-0.09,0.2476,3.0613,0.1054,1.1998
94,-0.1647,-0.09,0.2476,3.0613,0.1054,1.1998
95,-0.1649,-0.0905,0.2477,3.0603,0.1059,1.1997
96,-0.1656,-0.0915,0.2478,3.0569,0.1076,1.1995
97,-0.1665,-0.0924,0.2479,3.052,0.1102,1.1993
98,-0.1676,-0.0934,0.248,3.047,0.1131,1.1991
99,-0.169,-0.0945,0.2481,3.0414,0.1163,1.199
100,-0.1705,-0.0955,0.2482,3.0356,0.1197,1.1989
101,-0.1723,-0.0965,0.2483,3.0297,0.1232,1.1988
102,-0.1748,-0.0969,0.2483,3.0228,0.1275,1.1988
103,-0.1773,-0.0971,0.2482,3.0167,0.1316,1.199
104,-0.1799,-0.0973,0.2481,3.0105,0.1356,1.199
105,-0.1813,-0.0979,0.2481,3.0039,0.1397,1.199
106,-0.1844,-0.0973,0.2478,2.9975,0.1436,1.199
107,-0.1858,-0.0977,0.2478,2.9908,0.148,1.199
108,-0.1884,-0.0976,0.2476,2.9845,0.1518,1.199
109,-0.1898,-0.0979,0.2475,2.9774,0.1564,1.199
110,-0.1921,-0.0977,0.2473,2.9713,0.1602,1.1989
111,-0.1945,-0.0973,0.2471,2.9645,0.1648,1.1991
112,-0.1958,-0.0976,0.247,2.9581,0.1689,1.199
113,-0.1968,-0.0972,0.2469,2.9539,0.1715,1.199
114,-0.1973,-0.0972,0.2469,2.9526,0.1728,1.1991
115,-0.1974,-0.0975,0.247,2.9503,0.1743,1.1992
116,-0.1973,-0.098,0.2471,2.9478,0.1759,1.1993
117,-0.1969,-0.0986,0.2472,2.9449,0.1778,1.1994
118,-0.1964,-0.0995,0.2474,2.9422,0.1795,1.1995
119,-0.1958,-0.1004,0.2476,2.9391,0.1814,1.1995
120,-0.1951,-0.1014,0.2478,2.9363,0.1833,1.1996
121,-0.1944,-0.1025,0.248,2.9335,0.1851,1.1997
122,-0.1936,-0.1036,0.2483,2.9308,0.1868,1.1997
123,-0.1927,-0.1047,0.2485,2.9283,0.1885,1.1998
124,-0.192,-0.1058,0.2487,2.9258,0.1901,1.1998
125,-0.191,-0.1071,0.249,2.9236,0.1915,1.1998
126,-0.1901,-0.1083,0.2492,2.9212,0.1931,1.1999
127,-0.1891,-0.1096,0.2494,2.9189,0.1946,1.1999
128,-0.1887,-0.111,0.2496,2.9161,0.1963,1.1999
129,-0.1889,-0.1123,0.2497,2.9121,0.1988,1.1998
130,-0.1895,-0.1137,0.2498,2.9073,0.2016,1.1996
131,-0.1904,-0.1149,0.2497,2.9022,0.2048,1.1995
132,-0.1916,-0.116,0.2497,2.8968,0.2081,1.1994
133,-0.1929,-0.117,0.2496,2.8912,0.2116,1.1993
134,-0.1945,-0.1179,0.2494,2.8855,0.2151,1.1992
135,-0.1961,-0.1187,0.2492,2.8798,0.2187,1.1992
136,-0.1978,-0.1194,0.249,2.8741,0.2224,1.1991
137,-0.1996,-0.12,0.2487,2.8683,0.226,1.1991
138,-0.2026,-0.12,0.2482,2.8622,0.2301,1.1991
139,-0.2043,-0.1204,0.2479,2.8559,0.2342,1.1992
140,-0.2051,-0.1206,0.2478,2.8515,0.237,1.1991
141,-0.2055,-0.1207,0.2477,2.8493,0.2383,1.199
142,-0.2057,-0.1208,0.2477,2.8483,0.239,1.199
143,-0.2065,-0.1208,0.2475,2.8471,0.2398,1.1991
144,-0.2069,-0.121,0.2475,2.8448,0.2414,1.1992
145,-0.2069,-0.1214,0.2475,2.8426,0.2429,1.1993
146,-0.2068,-0.122,0.2476,2.84,0.2445,1.1995
147,-0.2064,-0.1228,0.2478,2.8375,0.2461,1.1996
148,-0.2059,-0.1236,0.248,2.8352,0.2476,1.1996
149,-0.2052,-0.1245,0.2483,2.8329,0.249,1.1997
150,-0.2045,-0.1255,0.2485,2.8307,0.2504,1.1998
151,-0.2037,-0.1266,0.2488,2.8285,0.2517,1.1998
152,-0.2029,-0.1277,0.2491,2.8265,0.253,1.1999
153,-0.202,-0.1289,0.2494,2.8246,0.2542,1.1999
154,-0.201,-0.1301,0.2497,2.8227,0.2553,1.2
155,-0.2006,-0.1314,0.2498,2.8203,0.2568,1.2
156,-0.2007,-0.1327,0.2499,2.8163,0.2592,1.1998
157,-0.2012,-0.134,0.2499,2.8116,0.2621,1.1997
158,-0.2021,-0.1352,0.2498,2.8063,0.2654,1.1996
159,-0.2031,-0.1361,0.2497,2.8008,0.2689,1.1995
160,-0.2045,-0.1372,0.2495,2.7951,0.2725,1.1994
161,-0.2059,-0.138,0.2492,2.7894,0.2762,1.1993
162,-0.2075,-0.1388,0.2489,2.7835,0.2799,1.1992
163,-0.2091,-0.1394,0.2486,2.7776,0.2837,1.1992
164,-0.2108,-0.14,0.2482,2.7717,0.2875,1.1991
165,-0.2137,-0.14,0.2475,2.7655,0.2917,1.1992
166,-0.2155,-0.1405,0.2471,2.7591,0.296,1.1992
167,-0.217,-0.1408,0.2467,2.753,0.2998,1.1991
168,-0.2197,-0.1406,0.2461,2.7471,0.3037,1.1991
169,-0.2212,-0.1409,0.2458,2.741,0.3078,1.1992
170,-0.2222,-0.1412,0.2456,2.736,0.311,1.1991
171,-0.2227,-0.1415,0.2456,2.7322,0.3134,1.1992
172,-0.223,-0.142,0.2457,2.7291,0.3154,1.1993
173,-0.2229,-0.1426,0.2459,2.7264,0.3171,1.1994
174,-0.2227,-0.1434,0.2462,2.7239,0.3186,1.1995
175,-0.2223,-0.1442,0.2465,2.7216,0.32,1.1996
176,-0.2218,-0.1451,0.2469,2.7195,0.3212,1.1997
177,-0.2211,-0.1461,0.2473,2.7175,0.3224,1.1997
178,-0.2204,-0.1472,0.2477,2.7156,0.3235,1.1998
179,-0.2196,-0.1483,0.248,2.7138,0.3246,1.1999
180,-0.2189,-0.1493,0.2484,2.7121,0.3256,1.1999
181,-0.218,-0.1505,0.2488,2.7106,0.3265,1.2
182,-0.217,-0.1518,0.2492,2.709,0.3274,1.2
183,-0.2161,-0.1531,0.2496,2.7074,0.3283,1.2001
184,-0.2152,-0.1542,0.2499,2.706,0.3291,1.2001
185,-0.2142,-0.1556,0.2503,2.7048,0.3298,1.2001
186,-0.2127,-0.1576,0.2507,2.7034,0.3306,1.2002
187,-0.2117,-0.1589,0.251,2.7022,0.3314,1.2002
188,-0.2112,-0.1602,0.2511,2.7003,0.3325,1.2002
189,-0.2112,-0.1617,0.2511,2.6965,0.3347,1.2
190,-0.2115,-0.1629,0.2511,2.6917,0.3377,1.1999
191,-0.2123,-0.1643,0.2508,2.6864,0.3411,1.1998
192,-0.2132,-0.1655,0.2506,2.6807,0.3447,1.1996
193,-0.2144,-0.1665,0.2502,2.6748,0.3485,1.1995
194,-0.2157,-0.1675,0.2498,2.6688,0.3525,1.1994
195,-0.2171,-0.1683,0.2493,2.6627,0.3564,1.1994
196,-0.2186,-0.1691,0.2488,2.6566,0.3605,1.1993
197,-0.2199,-0.1696,0.2484,2.6504,0.3645,1.1992
198,-0.2228,-0.1699,0.2474,2.6444,0.3686,1.1992
