Sample(20Hz),X_Pos,Y_Pos,Z_Pos,Roll,Pitch,Yaw
75,-0.1922,-0.0644,0.2481,3.0612,0.2344,1.1993
76,-0.1929,-0.0646,0.2488,3.0613,0.2385,1.1991
77,-0.1935,-0.0631,0.2492,3.0613,0.2439,1.199
78,-0.1942,-0.0609,0.2494,3.0611,0.2504,1.1991
79,-0.1948,-0.0591,0.2496,3.061,0.2567,1.1991
80,-0.1954,-0.0568,0.2497,3.0609,0.2627,1.1991
81,-0.1959,-0.055,0.2497,3.0609,0.2687,1.1992
82,-0.1965,-0.0528,0.2498,3.0608,0.2741,1.1992
83,-0.1972,-0.0512,0.2499,3.0608,0.2801,1.1992
84,-0.1977,-0.049,0.2499,3.0608,0.2859,1.1991
85,-0.1983,-0.0472,0.25,3.0607,0.2917,1.1991
86,-0.1987,-0.0449,0.2498,3.0607,0.2974,1.1991
87,-0.1992,-0.0434,0.2499,3.0607,0.3031,1.1991
88,-0.1996,-0.041,0.2497,3.0606,0.3082,1.1991
89,-0.2001,-0.039,0.2497,3.0606,0.3141,1.1991
90,-0.2006,-0.0372,0.2497,3.0606,0.3201,1.1991
91,-0.201,-0.0351,0.2496,3.0606,0.3254,1.1991
92,-0.2013,-0.0332,0.2495,3.0606,0.3312,1.1991
93,-0.2017,-0.0312,0.2494,3.0606,0.3364,1.1991
94,-0.202,-0.0295,0.2493,3.0606,0.3416,1.1991
95,-0.2023,-0.0272,0.2491,3.0606,0.3469,1.1991
96,-0.2026,-0.0252,0.249,3.0606,0.3522,1.1991
97,-0.2028,-0.0231,0.2488,3.0606,0.3575,1.1991
98,-0.203,-0.0208,0.2486,3.0606,0.3627,1.1991
99,-0.2032,-0.0188,0.2484,3.0606,0.3683,1.1991
100,-0.2033,-0.0167,0.2483,3.0607,0.3733,1.1991
101,-0.2034,-0.0146,0.2481,3.0607,0.3783,1.1991
102,-0.2035,-0.0126,0.2479,3.0607,0.3833,1.1991
103,-0.2036,-0.0105,0.2477,3.0607,0.3883,1.1992
104,-0.2036,-0.0086,0.2476,3.0607,0.3932,1.1992
105,-0.2036,-0.0067,0.2472,3.0608,0.3962,1.1992
106,-0.2033,-0.0045,0.2466,3.061,0.3962,1.1992
107,-0.2029,-0.0021,0.2459,3.0613,0.3938,1.1993
108,-0.2025,0.0002,0.2452,3.0615,0.3904,1.1994
109,-0.2021,0.0026,0.2446,3.0617,0.3862,1.1995
110,-0.2018,0.0041,0.2441,3.062,0.382,1.1996
111,-0.2014,0.0066,0.2434,3.0623,0.3776,1.1997
112,-0.2011,0.009,0.2429,3.0623,0.3725,1.1997
113,-0.2008,0.011,0.2425,3.0624,0.3675,1.1997
114,-0.2006,0.0123,0.2422,3.0624,0.3634,1.1997
115,-0.2005,0.013,0.2421,3.0624,0.3614,1.1997
116,-0.2004,0.0133,0.242,3.0625,0.3605,1.1997
117,-0.2007,0.014,0.2421,3.0625,0.3601,1.1997
118,-0.2013,0.0149,0.2422,3.0625,0.36,1.1997
119,-0.202,0.0158,0.2422,3.0626,0.3601,1.1996
120,-0.2029,0.0169,0.2423,3.0627,0.3605,1.1996
121,-0.2042,0.0178,0.2425,3.0626,0.3618,1.1995
122,-0.2054,0.0186,0.2428,3.0625,0.3645,1.1994
123,-0.2076,0.0204,0.2432,3.0624,0.3683,1.1993
124,-0.2089,0.0212,0.2434,3.0622,0.3727,1.1993
125,-0.2103,0.022,0.2437,3.0621,0.3767,1.1991
126,-0.2125,0.0239,0.244,3.062,0.3813,1.1991
127,-0.2139,0.0249,0.2443,3.062,0.3862,1.1991
128,-0.2153,0.0258,0.2445,3.0619,0.3904,1.199
129,-0.2172,0.0277,0.2446,3.0618,0.3952,1.199
130,-0.2186,0.0288,0.2448,3.0618,0.4002,1.199
131,-0.2199,0.0298,0.245,3.0617,0.4045,1.1989
132,-0.2217,0.0318,0.245,3.0617,0.4094,1.1989
133,-0.2231,0.033,0.2452,3.0617,0.4144,1.199
134,-0.2244,0.034,0.2453,3.0617,0.4191,1.1989
135,-0.2256,0.035,0.2453,3.0616,0.4235,1.1988
136,-0.2274,0.0373,0.2453,3.0616,0.4283,1.1989
137,-0.2287,0.0384,0.2454,3.0617,0.4334,1.199
138,-0.23,0.0395,0.2454,3.0617,0.4378,1.1989
139,-0.2311,0.0406,0.2454,3.0616,0.4423,1.1988
140,-0.2329,0.0428,0.2453,3.0617,0.4469,1.1989
141,-0.2342,0.044,0.2453,3.0617,0.4522,1.199
142,-0.2354,0.0451,0.2454,3.0617,0.4567,1.1989
143,-0.2371,0.0473,0.2452,3.0617,0.4616,1.1989
144,-0.2383,0.0485,0.2452,3.0618,0.4667,1.199
145,-0.2394,0.0495,0.2452,3.0618,0.4711,1.1989
146,-0.241,0.0517,0.2451,3.0618,0.4756,1.1989
147,-0.2419,0.0529,0.245,3.0619,0.4802,1.1991
148,-0.2423,0.0535,0.2449,3.062,0.4824,1.1992
149,-0.2425,0.0538,0.2449,3.0621,0.4835,1.1993
150,-0.2427,0.0547,0.2448,3.062,0.4844,1.1993
151,-0.2429,0.0558,0.2447,3.062,0.486,1.1992
152,-0.243,0.0571,0.2446,3.0619,0.4878,1.1991
153,-0.2428,0.0592,0.2443,3.0618,0.4902,1.1991
154,-0.2425,0.0612,0.2442,3.0619,0.4927,1.1992
155,-0.2421,0.0635,0.244,3.0619,0.4951,1.1992
156,-0.2416,0.0655,0.2439,3.0619,0.4974,1.1993
157,-0.2411,0.0675,0.2438,3.0619,0.4997,1.1993
158,-0.2405,0.0695,0.2437,3.0619,0.502,1.1993
159,-0.2399,0.0714,0.2437,3.0619,0.5042,1.1993
160,-0.2393,0.0734,0.2436,3.0619,0.5064,1.1993
161,-0.2387,0.0751,0.2436,3.0619,0.5086,1.1993
162,-0.2388,0.0762,0.2436,3.0619,0.5108,1.1993
163,-0.2391,0.0781,0.2436,3.0619,0.5144,1.1992
164,-0.2397,0.0792,0.2436,3.062,0.5187,1.1992
165,-0.2406,0.0814,0.2435,3.062,0.523,1.1991
166,-0.2413,0.0825,0.2436,3.0621,0.5281,1.1992
167,-0.2423,0.0845,0.2435,3.0622,0.5325,1.1992
168,-0.2432,0.0857,0.2435,3.0622,0.5372,1.1992
169,-0.2442,0.0875,0.2435,3.0623,0.5421,1.1992
170,-0.2451,0.0887,0.2435,3.0623,0.5463,1.1992
171,-0.2464,0.0907,0.2434,3.0624,0.551,1.1992
172,-0.2473,0.0919,0.2434,3.0624,0.5559,1.1992
173,-0.2486,0.0939,0.2434,3.0624,0.5605,1.1992
174,-0.2498,0.0959,0.2433,3.0625,0.5656,1.1994
175,-0.2508,0.0971,0.2434,3.0626,0.5702,1.1994
176,-0.252,0.0991,0.2433,3.0625,0.5751,1.1993
177,-0.2529,0.1002,0.2433,3.0626,0.5797,1.1993
178,-0.2541,0.1021,0.2433,3.0626,0.5842,1.1993
179,-0.2554,0.1041,0.2433,3.0627,0.5891,1.1994
180,-0.2563,0.1052,0.2433,3.0627,0.5937,1.1994
181,-0.2575,0.1071,0.2433,3.0626,0.5982,1.1993
182,-0.2587,0.109,0.2433,3.0627,0.6032,1.1995
183,-0.2595,0.11,0.2433,3.0627,0.6078,1.1994
184,-0.2608,0.1119,0.2433,3.0627,0.6119,1.1994
185,-0.262,0.1139,0.2433,3.0628,0.617,1.1995
186,-0.2628,0.1148,0.2433,3.0628,0.6217,1.1994
187,-0.2641,0.1167,0.2432,3.0628,0.6259,1.1994
188,-0.2653,0.1187,0.2432,3.0628,0.631,1.1995
189,-0.2666,0.1208,0.2433,3.0629,0.6359,1.1995
190,-0.2674,0.1217,0.2433,3.0628,0.6409,1.1995
191,-0.2686,0.1236,0.2433,3.0628,0.6452,1.1994
192,-0.2698,0.1255,0.2433,3.0629,0.65,1.1995
193,-0.2706,0.1265,0.2433,3.0629,0.6545,1.1995
194,-0.2718,0.1284,0.2433,3.0629,0.659,1.1994
195,-0.273,0.1303,0.2433,3.0629,0.6638,1.1995
196,-0.274,0.1319,0.2433,3.0629,0.6686,1.1996
197,-0.2752,0.1338,0.2434,3.0629,0.6729,1.1996
198,-0.2763,0.1355,0.2434,3.063,0.6778,1.1996
199,-0.2772,0.1366,0.2434,3.0629,0.6824,1.1995
200,-0.2783,0.1384,0.2434,3.0629,0.6872,1.1994
201,-0.2795,0.1403,0.2434,3.063,0.6919,1.1995
202,-0.2806,0.1421,0.2434,3.063,0.6966,1.1996
203,-0.2816,0.1439,0.2435,3.063,0.7012,1.1996
204,-0.2825,0.1448,0.2435,3.063,0.7057,1.1995
205,-0.2836,0.1467,0.2434,3.063,0.7101,1.1994
206,-0.2847,0.1486,0.2434,3.063,0.7149,1.1995
207,-0.2858,0.1504,0.2435,3.0631,0.7197,1.1996
208,-0.2869,0.1521,0.2435,3.0631,0.7243,1.1996
209,-0.288,0.1539,0.2436,3.0631,0.729,1.1996
210,-0.2883,0.155,0.2435,3.063,0.7329,1.1996
211,-0.2882,0.157,0.2435,3.063,0.7353,1.1995
212,-0.2878,0.1591,0.2435,3.0629,0.7373,1.1995
213,-0.2874,0.1602,0.2435,3.0629,0.7389,1.1995
214,-0.2867,0.1621,0.2435,3.0628,0.7402,1.1994
215,-0.2857,0.1643,0.2435,3.0628,0.7414,1.1995
216,-0.2847,0.1663,0.2436,3.0627,0.7427,1.1995
217,-0.2841,0.1674,0.2435,3.0627,0.7439,1.1994
218,-0.2831,0.1692,0.2435,3.0627,0.7449,1.1994
219,-0.2819,0.1712,0.2436,3.0626,0.746,1.1994
220,-0.2808,0.1732,0.2437,3.0626,0.7472,1.1995
221,-0.28,0.1744,0.2436,3.0626,0.7482,1.1994
222,-0.2797,0.175,0.2436,3.0626,0.7489,1.1993
223,-0.2795,0.1753,0.2435,3.0625,0.7492,1.1993
224,-0.2794,0.1754,0.2435,3.0625,0.7494,1.1992
225,-0.2793,0.1763,0.2435,3.0626,0.7503,1.1992
226,-0.2794,0.1772,0.2434,3.0626,0.753,1.1992
227,-0.2798,0.179,0.2434,3.0627,0.7567,1.1992
228,-0.2803,0.1807,0.2434,3.0629,0.7611,1.1994
229,-0.2811,0.1826,0.2434,3.063,0.7656,1.1995
230,-0.2818,0.1842,0.2434,3.0631,0.7701,1.1996
231,-0.2826,0.1861,0.2434,3.0631,0.7743,1.1996
232,-0.2835,0.1879,0.2434,3.0631,0.779,1.1996
233,-0.2844,0.1896,0.2434,3.0632,0.7836,1.1996
234,-0.2852,0.1912,0.2435,3.0632,0.7882,1.1996
235,-0.2862,0.193,0.2435,3.0632,0.7924,1.1997
236,-0.2871,0.1948,0.2435,3.0632,0.7971,1.1997
237,-0.2881,0.1965,0.2435,3.0632,0.8018,1.1997
238,-0.289,0.1983,0.2435,3.0632,0.8063,1.1997
239,-0.2899,0.2,0.2435,3.0633,0.8109,1.1997
240,-0.2908,0.2018,0.2435,3.0633,0.8154,1.1997
241,-0.2917,0.2035,0.2435,3.0633,0.82,1.1997
242,-0.2926,0.2053,0.2435,3.0633,0.8245,1.1997
243,-0.2935,0.207,0.2435,3.0633,0.829,1.1997
244,-0.2945,0.2087,0.2435,3.0633,0.8335,1.1997
245,-0.2954,0.2105,0.2435,3.0633,0.838,1.1997
246,-0.2964,0.2124,0.2435,3.0634,0.8425,1.1997
247,-0.2972,0.214,0.2436,3.0634,0.8474,1.1997
248,-0.2981,0.2157,0.2436,3.0634,0.8517,1.1997
249,-0.299,0.2174,0.2436,3.0634,0.8562,1.1997
250,-0.2999,0.2192,0.2436,3.0634,0.8606,1.1997
251,-0.3008,0.2209,0.2436,3.0634,0.8651,1.1997
252,-0.3017,0.2226,0.2435,3.0634,0.8696,1.1997
253,-0.3026,0.2245,0.2435,3.0635,0.8741,1.1997
254,-0.3035,0.2261,0.2435,3.0635,0.8789,1.1997
255,-0.3036,0.228,0.2436,3.0635,0.8825,1.1996
256,-0.3033,0.2296,0.2437,3.0634,0.8846,1.1996
257,-0.3025,0.2316,0.2437,3.0633,0.8857,1.1996
258,-0.3016,0.2334,0.2438,3.0632,0.8867,1.1996
259,-0.3007,0.2351,0.2439,3.0631,0.8875,1.1995
260,-0.2995,0.237,0.244,3.063,0.8881,1.1995
261,-0.2987,0.2381,0.2439,3.0629,0.8886,1.1995
262,-0.2974,0.2399,0.2439,3.0629,0.889,1.1994
263,-0.296,0.2417,0.244,3.0629,0.8896,1.1994
264,-0.2953,0.2426,0.244,3.0628,0.8899,1.1994
265,-0.295,0.2431,0.244,3.0628,0.8901,1.1994
266,-0.2948,0.2433,0.244,3.0628,0.8902,1.1994
267,-0.2948,0.2438,0.2441,3.0628,0.891,1.1994
268,-0.2951,0.2445,0.2439,3.0629,0.8936,1.1993
269,-0.2955,0.2459,0.2438,3.063,0.8971,1.1993
270,-0.2961,0.2475,0.2437,3.0632,0.9013,1.1995
271,-0.2968,0.249,0.2437,3.0633,0.9056,1.1995
272,-0.2976,0.2512,0.2438,3.0634,0.91,1.1996
273,-0.2984,0.2528,0.2437,3.0634,0.9145,1.1996
274,-0.2992,0.2549,0.2438,3.0634,0.9189,1.1996
275,-0.3,0.2565,0.2438,3.0634,0.9233,1.1997
276,-0.3007,0.2583,0.2438,3.0634,0.9277,1.1997
277,-0.3016,0.2604,0.2439,3.0634,0.9319,1.1997
278,-0.3024,0.2619,0.2438,3.0634,0.9365,1.1997
279,-0.3034,0.2641,0.2439,3.0634,0.941,1.1997
280,-0.3041,0.2655,0.2438,3.0634,0.9458,1.1997
281,-0.3049,0.2675,0.2439,3.0635,0.95,1.1997
282,-0.3059,0.2697,0.244,3.0634,0.9544,1.1997
283,-0.3066,0.2711,0.2439,3.0634,0.9592,1.1997
284,-0.3073,0.2727,0.2439,3.0635,0.9634,1.1996
285,-0.3082,0.2747,0.244,3.0634,0.9674,1.1997
286,-0.309,0.2766,0.244,3.0634,0.972,1.1997
287,-0.3098,0.2785,0.244,3.0634,0.9765,1.1997
288,-0.3106,0.2803,0.244,3.0634,0.9809,1.1997
289,-0.3115,0.2821,0.244,3.0634,0.9853,1.1997
290,-0.3123,0.2839,0.244,3.0635,0.9898,1.1997
291,-0.3131,0.2857,0.244,3.0635,0.9942,1.1997
292,-0.3139,0.2874,0.244,3.0635,0.9986,1.1997
293,-0.3147,0.2892,0.244,3.0635,1.003,1.1997
294,-0.3155,0.2909,0.244,3.0636,1.0074,1.1997
295,-0.3163,0.2926,0.2439,3.0636,1.0118,1.1997
296,-0.3171,0.2943,0.2439,3.0636,1.0162,1.1996
297,-0.3179,0.296,0.2438,3.0637,1.0206,1.1996
298,-0.3187,0.2981,0.2439,3.0637,1.025,1.1997
299,-0.3195,0.2997,0.2439,3.0636,1.0294,1.1997
300,-0.3204,0.3018,0.244,3.0637,1.0338,1.1997
301,-0.3211,0.3033,0.2439,3.0637,1.0383,1.1997
302,-0.322,0.3053,0.2439,3.0637,1.0427,1.1997
303,-0.3228,0.3072,0.244,3.0637,1.0471,1.1997
304,-0.3235,0.3088,0.244,3.0637,1.0515,1.1997
305,-0.3244,0.3107,0.244,3.0637,1.0556,1.1997
306,-0.3252,0.3125,0.2439,3.0637,1.0601,1.1997
307,-0.326,0.3142,0.2439,3.0638,1.0646,1.1997
308,-0.3268,0.3159,0.2438,3.0638,1.069,1.1997
309,-0.3276,0.3176,0.2438,3.0639,1.0734,1.1996
310,-0.3285,0.3196,0.2438,3.0639,1.0778,1.1997
311,-0.3293,0.3215,0.2439,3.0639,1.0823,1.1997
312,-0.3301,0.3233,0.2439,3.0639,1.0867,1.1997
313,-0.3309,0.325,0.2438,3.0639,1.0911,1.1997
314,-0.3317,0.3267,0.2438,3.0639,1.0955,1.1997
315,-0.3325,0.3286,0.2438,3.0639,1.0999,1.1997
316,-0.3334,0.3304,0.2438,3.0639,1.1043,1.1997
317,-0.3342,0.3322,0.2437,3.064,1.1087,1.1997
318,-0.3349,0.3338,0.2437,3.064,1.1131,1.1997
319,-0.3357,0.3356,0.2437,3.064,1.1175,1.1997
320,-0.3367,0.3377,0.2436,3.064,1.1215,1.1997
321,-0.3374,0.3392,0.2436,3.0641,1.1265,1.1997
322,-0.3383,0.3411,0.2435,3.0641,1.1308,1.1998
323,-0.3391,0.3428,0.2435,3.0641,1.1351,1.1998
324,-0.3399,0.3446,0.2435,3.0642,1.1395,1.1998
325,-0.3408,0.3466,0.2434,3.0642,1.1439,1.1999
326,-0.3416,0.3485,0.2434,3.0642,1.1487,1.2
327,-0.3423,0.3501,0.2433,3.0642,1.1533,1.2
328,-0.343,0.3517,0.2433,3.0641,1.1575,1.2001
329,-0.3437,0.3534,0.2433,3.0639,1.1621,1.2004
330,-0.3443,0.3547,0.243,3.0635,1.1668,1.2005
331,-0.3451,0.3554,0.2424,3.0639,1.171,1.2004
332,-0.3459,0.3557,0.2415,3.0648,1.1748,1.2003
333,-0.3467,0.3558,0.2406,3.0659,1.1785,1.2003
334,-0.3475,0.3558,0.2397,3.067,1.1823,1.2004
335,-0.3483,0.3557,0.2387,3.068,1.1862,1.2005
336,-0.349,0.3556,0.2379,3.0689,1.1901,1.2006
337,-0.3498,0.3554,0.2368,3.0698,1.194,1.2007
338,-0.3505,0.3552,0.236,3.0707,1.198,1.2008
339,-0.3514,0.355,0.235,3.0715,1.202,1.2009
340,-0.3522,0.3548,0.2341,3.0724,1.2059,1.201
341,-0.353,0.3546,0.2333,3.0733,1.2099,1.2011
342,-0.3538,0.3543,0.2324,3.0742,1.2139,1.2013
343,-0.3547,0.3541,0.2315,3.0751,1.2179,1.2014
344,-0.3555,0.3538,0.2306,3.076,1.2221,1.2015
345,-0.3564,0.3536,0.2297,3.0769,1.2262,1.2016
346,-0.3571,0.3533,0.229,3.0779,1.2302,1.2017
347,-0.3579,0.3531,0.2282,3.0788,1.2342,1.2018
